point;polygon
(-123.08266876574108, 49.25299436054087);((-123.0827428269384, 49.25282114953228), (-123.08244541614596, 49.253092972868615), (-123.08260308811616, 49.2531669089093), (-123.08289026664076, 49.25289027107321), (-123.0827428269384, 49.25282114953228))
(-123.08157714372517, 49.25255408005381);((-123.08163585169085, 49.252368209011756), (-123.08163571442434, 49.252368299060976), (-123.08138683074115, 49.25259542411546), (-123.08166795314568, 49.252727194643974), (-123.08168109619793, 49.252389405758656), (-123.08163585169085, 49.252368209011756))
(-123.08060385640997, 49.25276886386011);((-123.08069601774415, 49.2526056055365), (-123.08039910828914, 49.252879177331664), (-123.08039883389488, 49.25287944737926), (-123.08051120259381, 49.252932171080296), (-123.08051271212621, 49.252930910697316), (-123.08080893609355, 49.25265850847096), (-123.08069601774415, 49.2526056055365))
(-123.08075263309352, 49.25212631308287);((-123.08079249578087, 49.25197316495674), (-123.08054429742946, 49.25220037768448), (-123.08054416016145, 49.252200467732415), (-123.08071277299635, 49.25227951701713), (-123.08071277284972, 49.25227942706501), (-123.0809611080902, 49.25205212393023), (-123.08079249578087, 49.25197316495674))
(-123.08031393271267, 49.25194949754078);((-123.08062402143743, 49.25189421463513), (-123.08053544576683, 49.25185270948569), (-123.08004277809532, 49.25184494716492), (-123.08003886139629, 49.25196368682608), (-123.08037568543962, 49.252121517052), (-123.0803758225617, 49.25212133705215), (-123.08062402143743, 49.25189421463513))
(-123.08031393271267, 49.25194949754078);((-123.08062402143743, 49.25189421463513), (-123.08053544576683, 49.25185270948569), (-123.08004277809532, 49.25184494716492), (-123.08003886139629, 49.25196368682608), (-123.08037568543962, 49.252121517052), (-123.0803758225617, 49.25212133705215), (-123.08062402143743, 49.25189421463513))
(-123.0794871379395, 49.25225903455455);((-123.07941200542844, 49.25200567732708), (-123.07911547530277, 49.252278040230784), (-123.0796218438087, 49.252514266721484), (-123.07974674823922, 49.25239953646435), (-123.0797553449948, 49.25216586162984), (-123.07941200542844, 49.25200567732708))
(-123.07971350562161, 49.251731819682476);((-123.079775483316, 49.25159891478019), (-123.07959847820578, 49.25175906189487), (-123.07976655110153, 49.25183748327242), (-123.079775483316, 49.25159891478019))
(-123.07905289860223, 49.252043482226746);((-123.07899027025016, 49.251808908080704), (-123.07869382152886, 49.25208133282221), (-123.07911547530277, 49.252278040230784), (-123.07941200542844, 49.25200567732708), (-123.07899027025016, 49.251808908080704))
(-123.07907262769648, 49.25130822523164);((-123.07877164512868, 49.25096232790985), (-123.07847349532145, 49.25123409663525), (-123.07937348808385, 49.251654143479186), (-123.07967177274215, 49.25138228240544), (-123.07877164512868, 49.25096232790985))
(-123.07907262769648, 49.25130822523164);((-123.07877164512868, 49.25096232790985), (-123.07847349532145, 49.25123409663525), (-123.07937348808385, 49.251654143479186), (-123.07967177274215, 49.25138228240544), (-123.07877164512868, 49.25096232790985))
(-123.07907262769648, 49.25130822523164);((-123.07877164512868, 49.25096232790985), (-123.07847349532145, 49.25123409663525), (-123.07937348808385, 49.251654143479186), (-123.07967177274215, 49.25138228240544), (-123.07877164512868, 49.25096232790985))
(-123.07907262769648, 49.25130822523164);((-123.07877164512868, 49.25096232790985), (-123.07847349532145, 49.25123409663525), (-123.07937348808385, 49.251654143479186), (-123.07967177274215, 49.25138228240544), (-123.07877164512868, 49.25096232790985))
(-123.07854115665673, 49.251804743612055);((-123.07873669169534, 49.251690596090036), (-123.07841439839326, 49.251540217249854), (-123.0781178794019, 49.25181264057372), (-123.07844029732235, 49.251963065125594), (-123.07873669169534, 49.251690596090036))
(-123.0782973978714, 49.251009897672404);((-123.07847939578349, 49.250916822061946), (-123.07831311052354, 49.250914137381876), (-123.07813612055813, 49.25107662102291), (-123.07824890860323, 49.25112926569904), (-123.07847939578349, 49.250916822061946))
(-123.0776358491997, 49.25139885055113);((-123.07763094423342, 49.25114863552269), (-123.07729373149469, 49.25140090779857), (-123.0776870015962, 49.25162608232485), (-123.07784092121406, 49.251628236524766), (-123.07785336664863, 49.25127604713091), (-123.07763094423342, 49.25114863552269))
(-123.07783306568203, 49.250855797592685);((-123.07787123596732, 49.25078173850044), (-123.07776212238103, 49.25086312882682), (-123.07786583729747, 49.25092252640385), (-123.07787123596732, 49.25078173850044))
(-123.07767569566134, 49.25058759752792);((-123.07778736330125, 49.25043366179337), (-123.0774517904217, 49.250685303793055), (-123.07755509206645, 49.25074451302807), (-123.07782464729074, 49.25054158838499), (-123.07788017670586, 49.25054290024998), (-123.07788226146533, 49.2504880279696), (-123.07778736330125, 49.25043366179337))
(-123.0776358491997, 49.25139885055113);((-123.07763094423342, 49.25114863552269), (-123.07729373149469, 49.25140090779857), (-123.0776870015962, 49.25162608232485), (-123.07784092121406, 49.251628236524766), (-123.07785336664863, 49.25127604713091), (-123.07763094423342, 49.25114863552269))
(-123.07767569566134, 49.25058759752792);((-123.07778736330125, 49.25043366179337), (-123.0774517904217, 49.250685303793055), (-123.07755509206645, 49.25074451302807), (-123.07782464729074, 49.25054158838499), (-123.07788017670586, 49.25054290024998), (-123.07788226146533, 49.2504880279696), (-123.07778736330125, 49.25043366179337))
(-123.07741070970161, 49.25124478210088);((-123.07752654136378, 49.251088788437535), (-123.07719042877771, 49.251341689341935), (-123.07729373149469, 49.25140090779857), (-123.07763094423342, 49.25114863552269), (-123.07752654136378, 49.251088788437535))
(-123.07730641881784, 49.2511853314322);((-123.07742200147602, 49.251029031301506), (-123.07708630127658, 49.25128211153371), (-123.07719042877771, 49.251341689341935), (-123.07752654136378, 49.251088788437535), (-123.07742200147602, 49.251029031301506))
(-123.07756772170073, 49.25052978309757);((-123.07768364950367, 49.25037426414029), (-123.07734807649885, 49.250625905841396), (-123.0774517904217, 49.250685303793055), (-123.07778736330125, 49.25043366179337), (-123.07768364950367, 49.25037426414029))
(-123.07699460237492, 49.25100658506257);((-123.07710907039397, 49.250849767858064), (-123.07677555660152, 49.251104105067334), (-123.07687928458166, 49.251163503518704), (-123.07721362340693, 49.25090961522244), (-123.07710907039397, 49.250849767858064))
(-123.0771798823186, 49.25030768086332);((-123.07708933604547, 49.250477729519694), (-123.07742573437893, 49.25022644781962), (-123.07727085934928, 49.25013757972792), (-123.0769338973144, 49.250388771404005), (-123.07708933604547, 49.250477729519694))
(-123.07702472020006, 49.25021875416577);((-123.07711597113473, 49.25004871143612), (-123.07677847274329, 49.25029972311626), (-123.0769338973144, 49.250388771404005), (-123.07727085934928, 49.25013757972792), (-123.07711597113473, 49.25004871143612))
(-123.07702472020006, 49.25021875416577);((-123.07711597113473, 49.25004871143612), (-123.07677847274329, 49.25029972311626), (-123.0769338973144, 49.250388771404005), (-123.07727085934928, 49.25013757972792), (-123.07711597113473, 49.25004871143612))
(-123.07642690661537, 49.25067687142651);((-123.07653698989527, 49.25052205641957), (-123.07624535026765, 49.2507445302635), (-123.07624378610656, 49.250799573077295), (-123.07630787611886, 49.25083633022955), (-123.07664084017736, 49.25058154496201), (-123.07653698989527, 49.25052205641957))
(-123.07689558191458, 49.25014449824515);((-123.07701225894883, 49.24998931317556), (-123.07667515933964, 49.25024059414741), (-123.07677847274329, 49.25029972311626), (-123.07711597113473, 49.25004871143612), (-123.07701225894883, 49.24998931317556))
(-123.07634747228727, 49.25054398351285);((-123.07653698989527, 49.25052205641957), (-123.07627907758696, 49.25037434548421), (-123.07625781711494, 49.25039009216875), (-123.07624535026765, 49.2507445302635), (-123.07653698989527, 49.25052205641957))
(-123.07651651061056, 49.2500430058217);((-123.07653469818224, 49.24998178668658), (-123.076398543841, 49.25008208362116), (-123.07646814798659, 49.25012198537158), (-123.07665494720376, 49.24998369490974), (-123.07653469818224, 49.24998178668658))
(-123.07651315782114, 49.249665099690795);((-123.07672584121944, 49.24962339802444), (-123.07628266429435, 49.24961648631519), (-123.07627976615144, 49.249706422505284), (-123.07674343206243, 49.24971378836928), (-123.07674646604569, 49.24962338432549), (-123.07672584121944, 49.24962339802444))
(-123.07651315782114, 49.249665099690795);((-123.07672584121944, 49.24962339802444), (-123.07628266429435, 49.24961648631519), (-123.07627976615144, 49.249706422505284), (-123.07674343206243, 49.24971378836928), (-123.07674646604569, 49.24962338432549), (-123.07672584121944, 49.24962339802444))
(-123.07651913492887, 49.24948453724232);((-123.0767526446161, 49.249443034916524), (-123.0762885827876, 49.249435687341474), (-123.07628568537248, 49.24952608229064), (-123.07672846302245, 49.249533003248686), (-123.07674976180246, 49.24953343886288), (-123.0767526446161, 49.249443034916524))
(-123.07651584685043, 49.249258743026814);((-123.07673440755464, 49.24935233016511), (-123.07674031129642, 49.24917196294038), (-123.07629753670727, 49.249164934083105), (-123.07629148087149, 49.249345733156495), (-123.07673440755464, 49.24935233016511))
(-123.07653106583759, 49.24912352928076);((-123.07674031129642, 49.24917196294038), (-123.0767613074607, 49.24917229081071), (-123.07676420397355, 49.24908188684928), (-123.07630040729232, 49.24907498890705), (-123.07629753670727, 49.249164934083105), (-123.07674031129642, 49.24917196294038))
(-123.07662718963199, 49.24876842842112);((-123.07690410717088, 49.24890272580781), (-123.07691402463308, 49.248635300069054), (-123.0763691683108, 49.24864050094999), (-123.0763437741351, 49.2486571589057), (-123.07633450746782, 49.248894171298495), (-123.07690410717088, 49.24890272580781))
(-123.07542553277607, 49.24915227105941);((-123.07588929260343, 49.2486380826135), (-123.07399272522477, 49.24861145462411), (-123.07399179237282, 49.248640042056955), (-123.07493645472312, 49.249052152237304), (-123.0748851582131, 49.24909564144239), (-123.074608601768, 49.249333015519134), (-123.07570371375704, 49.24978829815844), (-123.07583083296579, 49.249790400632364), (-123.07586579729706, 49.249768573248815), (-123.0759024288616, 49.248656253340286), (-123.07588929260343, 49.2486380826135))
(-123.06159516528464, 49.242823965653514);((-123.06252127490093, 49.24278136959466), (-123.06138297125023, 49.24223851474949), (-123.06066592115567, 49.24287740244805), (-123.06181950217228, 49.24340344402877), (-123.06252127490093, 49.24278136959466))
(-123.07542553277607, 49.24915227105941);((-123.07588929260343, 49.2486380826135), (-123.07399272522477, 49.24861145462411), (-123.07399179237282, 49.248640042056955), (-123.07493645472312, 49.249052152237304), (-123.0748851582131, 49.24909564144239), (-123.074608601768, 49.249333015519134), (-123.07570371375704, 49.24978829815844), (-123.07583083296579, 49.249790400632364), (-123.07586579729706, 49.249768573248815), (-123.0759024288616, 49.248656253340286), (-123.07588929260343, 49.2486380826135))
(-123.07503868514924, 49.24994915464818);((-123.07486787659006, 49.24976166824673), (-123.07485239153537, 49.25003486330278), (-123.07489295544872, 49.25006272221544), (-123.07526392456442, 49.250067410526015), (-123.0752678076514, 49.24992816189558), (-123.07486787659006, 49.24976166824673))
(-123.07466046866128, 49.249177217030145);((-123.07471264145079, 49.24902038212304), (-123.07443509997927, 49.249260886763594), (-123.074608601768, 49.249333015519134), (-123.0748851582131, 49.24909564144239), (-123.07471264145079, 49.24902038212304))
(-123.07469493569417, 49.24986128445382);((-123.07461824261476, 49.24965786291752), (-123.07460712589995, 49.25003143285261), (-123.07477475403178, 49.250033744197935), (-123.07479075615676, 49.24972961423356), (-123.07461824261476, 49.24965786291752))
(-123.07449013303402, 49.24978997839412);((-123.07437215694968, 49.24955549399941), (-123.074360353116, 49.24993023373881), (-123.07440201600767, 49.24993071064838), (-123.07460712589995, 49.25003143285261), (-123.07461824261476, 49.24965786291752), (-123.07449519965506, 49.24960667852427), (-123.07437215694968, 49.24955549399941))
(-123.0742578748487, 49.2497182092757);((-123.07416250785364, 49.24946829411009), (-123.0741520018977, 49.249802374577236), (-123.07414939990846, 49.24989997445305), (-123.07418997705673, 49.2499278336046), (-123.074360353116, 49.24993023373881), (-123.07437215694968, 49.24955549399941), (-123.07416250785364, 49.24946829411009))
(-123.0742578748487, 49.2497182092757);((-123.07416250785364, 49.24946829411009), (-123.0741520018977, 49.249802374577236), (-123.07414939990846, 49.24989997445305), (-123.07418997705673, 49.2499278336046), (-123.074360353116, 49.24993023373881), (-123.07437215694968, 49.24955549399941), (-123.07416250785364, 49.24946829411009))
(-123.0742578748487, 49.2497182092757);((-123.07416250785364, 49.24946829411009), (-123.0741520018977, 49.249802374577236), (-123.07414939990846, 49.24989997445305), (-123.07418997705673, 49.2499278336046), (-123.074360353116, 49.24993023373881), (-123.07437215694968, 49.24955549399941), (-123.07416250785364, 49.24946829411009))
(-123.07369336435727, 49.24959907994193);((-123.07395712166591, 49.249382809198735), (-123.0734737837579, 49.24918175043719), (-123.07345148945687, 49.24991799694058), (-123.07394061723501, 49.24992440436854), (-123.07394714340313, 49.249703117622346), (-123.07395712166591, 49.249382809198735))
(-123.07422289348895, 49.24899126178577);((-123.07402223590394, 49.248719189558614), (-123.07373101977674, 49.24896815679481), (-123.07443509997927, 49.249260886763594), (-123.07471264145079, 49.24902038212304), (-123.07402223590394, 49.248719189558614))
(-123.07369336435727, 49.24959907994193);((-123.07395712166591, 49.249382809198735), (-123.0734737837579, 49.24918175043719), (-123.07345148945687, 49.24991799694058), (-123.07394061723501, 49.24992440436854), (-123.07394714340313, 49.249703117622346), (-123.07395712166591, 49.249382809198735))
